Generation;Game;Gym;Gym leader;Pokemon;Level;Move 1;Move 2;Move 3;Move 4
2;Silver;Saffron City;Sabrina;Mr. Mime;46;barrier;reflect;baton-pass;psychic
2;Silver;Saffron City;Sabrina;Alakazam;48;recover;future-sight;psychic;reflect
2;Silver;Celadon City;Erika;Tangela;42;vine-whip;bind;giga-drain;sleep-powder
2;Silver;Celadon City;Erika;Jumpluff;41;mega-drain;leech-seed;cotton-spore;giga-drain
2;Silver;Celadon City;Erika;Victreebel;46;sunny-day;synthesis;acid;razor-leaf
2;Silver;Celadon City;Erika;Bellossom;46;sunny-day;synthesis;petal-dance;solar-beam
2;Silver;Fuchsia City;Janine;Crobat;36;screech;supersonic;confuse-ray;wing-attack
2;Silver;Fuchsia City;Janine;Weezing;36;smog;sludge-bomb;toxic;explosion
2;Silver;Fuchsia City;Janine;Weezing;37;smog;sludge-bomb;toxic;explosion
2;Silver;Fuchsia City;Janine;Ariados;33;scary-face;giga-drain;string-shot;night-shade
2;Silver;Fuchsia City;Janine;Venomoth;39;foresight;double-team;gust;psychic
2;Silver;Cerulean City;misty;Golduck;42;surf;disable;psych-up;psychic
2;Silver;Cerulean City;misty;Quagsire;42;surf;amnesia;earthquake;rain-dance
2;Silver;Cerulean City;misty;Lapras;44;surf;perish-song;blizzard;rain-dance
2;Silver;Cerulean City;misty;Starmie;47;surf;confuse-ray;recover;ice-beam
2;Silver;Pewter City;Brock;Graveler;41;defense-curl;rock-slide;rollout;earthquake
2;Silver;Pewter City;Brock;Rhyhorn;41;fury-attack;scary-face;earthquake;horn-drill
2;Silver;Pewter City;Brock;Omastar;42;bite;surf;protect;spike-cannon
2;Silver;Pewter City;Brock;Onix;44;bind;rock-slide;bide;sandstorm
2;Silver;Pewter City;Brock;Kabutops;42;slash;surf;endure;giga-drain
2;Silver;Seafoam Islands;Blaine;Magcargo;45;curse;smog;flamethrower;rock-slide
2;Silver;Seafoam Islands;Blaine;Magmar;45;thunder-punch;fire-punch;sunny-day;confuse-ray
2;Silver;Seafoam Islands;Blaine;Rapidash;50;quick-attack;fire-spin;fury-attack;fire-blast
2;Silver;Viridian City;Blue;Pidgeot;56;quick-attack;whirlwind;wing-attack;mirror-move
2;Silver;Viridian City;Blue;Alakazam;54;disable;recover;psychic;reflect
2;Silver;Viridian City;Blue;Rhydon;56;fury-attack;sandstorm;rock-slide;earthquake
2;Silver;Viridian City;Blue;Gyarados;58;twister;hydro-pump;rain-dance;hyper-beam
2;Silver;Viridian City;Blue;Exeggutor;58;sunny-day;leech-seed;egg-bomb;solar-beam
2;Silver;Viridian City;Blue;Arcanine;58;roar;swift;flamethrower;extreme-speed
2;Silver;Elite Four;Will;Xatu;40;quick-attack;future-sight;confuse-ray;psychic
2;Silver;Elite Four;Will;Jynx;41;double-slap;lovely-kiss;ice-punch;psychic
2;Silver;Elite Four;Will;Exeggutor;41;reflect;leech-seed;egg-bomb;psychic
2;Silver;Elite Four;Will;Slowbro;41;curse;amnesia;body-slam;psychic
2;Silver;Elite Four;Will;Xatu;42;quick-attack;future-sight;confuse-ray;psychic
2;Silver;Elite Four;Koga;Ariados;40;double-team;spider-web;baton-pass;giga-drain
2;Silver;Elite Four;Koga;Venomoth;41;supersonic;gust;psychic;toxic
2;Silver;Elite Four;Koga;Forretress;43;protect;swift;explosion;spikes
2;Silver;Elite Four;Koga;Muk;42;minimize;acid-armor;sludge-bomb;toxic
2;Silver;Elite Four;Bruno;Hitmontop;42;pursuit;quick-attack;dig;detect
2;Silver;Elite Four;Bruno;Hitmonlee;42;swagger;double-kick;high-jump-kick;foresight
2;Silver;Elite Four;Bruno;Hitmonchan;42;thunder-punch;fire-punch;ice-punch;mach-punch
2;Silver;Elite Four;Bruno;Onix;43;bind;earthquake;sandstorm;rock-slide
2;Silver;Elite Four;Bruno;Machamp;46;rock-slide;foresight;vital-throw;cross-chop
2;Silver;Elite Four;Karen;Umbreon;42;sand-attack;confuse-ray;feint-attack;mean-look
2;Silver;Elite Four;Karen;Vileplume;42;stun-spore;acid;moonlight;petal-dance
2;Silver;Elite Four;Karen;Gengar;45;lick;spite;curse;destiny-bond
2;Silver;Elite Four;Karen;Murkrow;44;quick-attack;whirlwind;pursuit;feint-attack
2;Silver;Elite Four;Karen;Houndoom;47;roar;pursuit;flamethrower;crunch
2;Silver;Elite Four;Champion Lance;Gyarados;44;flail;rain-dance;surf;hyper-beam
2;Silver;Elite Four;Champion Lance;Dragonite;47;thunder-wave;twister;thunder;hyper-beam
2;Silver;Elite Four;Champion Lance;Dragonite;48;thunder-wave;twister;blizzard;hyper-beam
2;Silver;Elite Four;Champion Lance;Aerodactyl;46;wing-attack;ancient-power;rock-slide;hyper-beam
2;Silver;Elite Four;Champion Lance;Charizard;46;flamethrower;wing-attack;slash;hyper-beam
2;Silver;Elite Four;Champion Lance;Dragonite;50;fire-blast;safeguard;outrage;hyper-beam
2;Crystal;Violet City;Falkner;Pidgey;7;tackle;mud-slap;;
2;Crystal;Violet City;Falkner;Pidgeotto;9;tackle;mud-slap;gust;
2;Crystal;Azalea Town;Bugsy;Metapod;14;tackle;string-shot;harden;
2;Crystal;Azalea Town;Bugsy;Kakuna;14;poison-sting;string-shot;harden;
2;Crystal;Azalea Town;Bugsy;Scyther;16;quick-attack;leer;fury-cutter;
2;Crystal;Goldenrod City;Whitney;Clefairy;18;double-slap;mimic;encore;metronome
2;Crystal;Goldenrod City;Whitney;Miltank;20;rollout;attract;stomp;milk-drink
2;Crystal;Ecruteak City;Morty;Gastly;21;lick;spite;mean-look;curse
2;Crystal;Ecruteak City;Morty;Haunter;21;hypnosis;mimic;curse;night-shade
2;Crystal;Ecruteak City;Morty;Haunter;23;spite;mean-look;mimic;night-shade
2;Crystal;Ecruteak City;Morty;Gengar;25;hypnosis;shadow-ball;mean-look;dream-eater
2;Crystal;Cianwood City;Chuck;Primeape;27;leer;rage;karate-chop;fury-swipes
2;Crystal;Cianwood City;Chuck;Poliwrath;30;hypnosis;mind-reader;surf;dynamic-punch
2;Crystal;Olivine City;Jasmine;Magnemite;30;thunderbolt;supersonic;sonic-boom;thunder-wave
2;Crystal;Olivine City;Jasmine;Magnemite;31;thunderbolt;supersonic;sonic-boom;thunder-wave
2;Crystal;Olivine City;Jasmine;Steelix;35;screech;sunny-day;rock-throw;iron-tail
2;Crystal;Mahogany Town;Pryce;Seel;27;headbutt;icy-wind;aurora-beam;rest
2;Crystal;Mahogany Town;Pryce;Dewgong;29;headbutt;icy-wind;aurora-beam;rest
2;Crystal;Mahogany Town;Pryce;Piloswine;31;icy-wind;fury-attack;mist;blizzard
2;Crystal;Blackthorn City;Clair;Dragonair;37;thunder-wave;surf;slam;dragon-breath
2;Crystal;Blackthorn City;Clair;Dragonair;38;thunder-wave;thunderbolt;slam;dragon-breath
2;Crystal;Blackthorn City;Clair;Dragonair;39;thunder-wave;ice-beam;slam;dragon-breath
2;Crystal;Blackthorn City;Clair;Kingdra;40;smokescreen;surf;hyper-beam;dragon-breath
2;Crystal;Vermilion City;Lt. Surge;Raichu;44;thunder-wave;quick-attack;thunderbolt;thunder
2;Crystal;Vermilion City;Lt. Surge;Electrode;40;screech;double-team;swift;explosion
2;Crystal;Vermilion City;Lt. Surge;Electrode;41;screech;double-team;swift;explosion
2;Crystal;Vermilion City;Lt. Surge;Magneton;40;lock-on;double-team;swift;zap-cannon
2;Crystal;Vermilion City;Lt. Surge;Electabuzz;45;quick-attack;thunder-punch;light-screen;thunder
2;Crystal;Saffron City;Sabrina;Espeon;46;sand-attack;quick-attack;swift;psychic
2;Crystal;Saffron City;Sabrina;Mr. Mime;46;barrier;reflect;baton-pass;psychic
2;Crystal;Saffron City;Sabrina;Alakazam;48;recover;future-sight;psychic;reflect
2;Crystal;Celadon City;Erika;Tangela;42;vine-whip;bind;giga-drain;sleep-powder
2;Crystal;Celadon City;Erika;Jumpluff;41;mega-drain;leech-seed;cotton-spore;giga-drain
2;Crystal;Celadon City;Erika;Victreebel;46;sunny-day;synthesis;acid;razor-leaf
2;Crystal;Celadon City;Erika;Bellossom;46;sunny-day;synthesis;petal-dance;solar-beam
2;Crystal;Fuchsia City;Janine;Crobat;36;screech;supersonic;confuse-ray;wing-attack
2;Crystal;Fuchsia City;Janine;Weezing;36;smog;sludge-bomb;toxic;explosion
2;Crystal;Fuchsia City;Janine;Weezing;37;smog;sludge-bomb;toxic;explosion
2;Crystal;Fuchsia City;Janine;Ariados;33;scary-face;giga-drain;string-shot;night-shade
2;Crystal;Fuchsia City;Janine;Venomoth;39;foresight;double-team;gust;psychic
2;Crystal;Cerulean City;misty;Golduck;42;surf;disable;psych-up;psychic
2;Crystal;Cerulean City;misty;Quagsire;42;surf;amnesia;earthquake;rain-dance
2;Crystal;Cerulean City;misty;Lapras;44;surf;perish-song;blizzard;rain-dance
2;Crystal;Cerulean City;misty;Starmie;47;surf;confuse-ray;recover;ice-beam
2;Crystal;Pewter City;Brock;Graveler;41;defense-curl;rock-slide;rollout;earthquake
2;Crystal;Pewter City;Brock;Rhyhorn;41;fury-attack;scary-face;earthquake;horn-drill
2;Crystal;Pewter City;Brock;Omastar;42;bite;surf;protect;spike-cannon
2;Crystal;Pewter City;Brock;Onix;44;bind;rock-slide;bide;sandstorm
2;Crystal;Pewter City;Brock;Kabutops;42;slash;surf;endure;giga-drain
2;Crystal;Seafoam Islands;Blaine;Magcargo;45;curse;smog;flamethrower;rock-slide
2;Crystal;Seafoam Islands;Blaine;Magmar;45;thunder-punch;fire-punch;sunny-day;confuse-ray
2;Crystal;Seafoam Islands;Blaine;Rapidash;50;quick-attack;fire-spin;fury-attack;fire-blast
2;Crystal;Viridian City;Blue;Pidgeot;56;quick-attack;whirlwind;wing-attack;mirror-move
2;Crystal;Viridian City;Blue;Alakazam;54;disable;recover;psychic;reflect
2;Crystal;Viridian City;Blue;Rhydon;56;fury-attack;sandstorm;rock-slide;earthquake
2;Crystal;Viridian City;Blue;Gyarados;58;twister;hydro-pump;rain-dance;hyper-beam
2;Crystal;Viridian City;Blue;Exeggutor;58;sunny-day;leech-seed;egg-bomb;solar-beam
2;Crystal;Viridian City;Blue;Arcanine;58;roar;swift;flamethrower;extreme-speed
2;Crystal;Elite Four;Will;Xatu;40;quick-attack;future-sight;confuse-ray;psychic
2;Crystal;Elite Four;Will;Jynx;41;double-slap;lovely-kiss;ice-punch;psychic
2;Crystal;Elite Four;Will;Exeggutor;41;reflect;leech-seed;egg-bomb;psychic
2;Crystal;Elite Four;Will;Slowbro;41;curse;amnesia;body-slam;psychic
2;Crystal;Elite Four;Will;Xatu;42;quick-attack;future-sight;confuse-ray;psychic
2;Crystal;Elite Four;Koga;Ariados;40;double-team;spider-web;baton-pass;giga-drain
2;Crystal;Elite Four;Koga;Venomoth;41;supersonic;gust;psychic;toxic
2;Crystal;Elite Four;Koga;Forretress;41;protect;swift;explosion;spikes
2;Crystal;Elite Four;Koga;Muk;42;minimize;acid-armor;sludge-bomb;toxic
2;Crystal;Elite Four;Koga;Crobat;44;double-team;quick-attack;wing-attack;toxic
2;Crystal;Elite Four;Bruno;Hitmontop;42;pursuit;quick-attack;dig;detect
2;Crystal;Elite Four;Bruno;Hitmonlee;42;swagger;double-kick;high-jump-kick;foresight
2;Crystal;Elite Four;Bruno;Hitmonchan;42;thunder-punch;fire-punch;ice-punch;mach-punch
2;Crystal;Elite Four;Bruno;Onix;43;bind;earthquake;sandstorm;rock-slide
2;Crystal;Elite Four;Bruno;Machamp;46;rock-slide;foresight;vital-throw;cross-chop
2;Crystal;Elite Four;Karen;Umbreon;42;sand-attack;confuse-ray;feint-attack;mean-look
2;Crystal;Elite Four;Karen;Vileplume;42;stun-spore;acid;moonlight;petal-dance
2;Crystal;Elite Four;Karen;Gengar;45;lick;spite;curse;destiny-bond
2;Crystal;Elite Four;Karen;Murkrow;44;quick-attack;whirlwind;pursuit;feint-attack
2;Crystal;Elite Four;Karen;Houndoom;47;roar;pursuit;flamethrower;crunch
2;Crystal;Elite Four;Champion Lance;Gyarados;44;Fla;rain-dance;surf;hyper-beam
2;Crystal;Elite Four;Champion Lance;Dragonite;47;thunder-wave;twister;blizzard;hyper-beam
2;Crystal;Elite Four;Champion Lance;Dragonite;48;thunder-wave;twister;blizzard;hyper-beam
2;Crystal;Elite Four;Champion Lance;Aerodactyl;46;wing-attack;ancient-power;rock-slide;hyper-beam
2;Crystal;Elite Four;Champion Lance;Charizard;46;flamethrower;wing-attack;slash;hyper-beam
2;Crystal;Elite Four;Champion Lance;Dragonite;50;fire-blast;safeguard;outrage;hyper-beam
3;Ruby;Rustboro City;Roxanne;Geodude;14;tackle;defense-curl;rock-throw;rock-tomb
3;Ruby;Rustboro City;Roxanne;Nosepass;15;tackle;defense-curl;rock-throw;rock-tomb
3;Ruby;Dewford Town;Brawly;Machop;17;bulk-up;leer;karate-chop;seismic-toss
3;Ruby;Dewford Town;Brawly;Makuhita;18;bulk-up;knock-off;arm-thrust;sand-attack
3;Ruby;Mauville City;Wattson;Voltorb;20;spark;sonic-boom;rollout;self-destruct
3;Ruby;Mauville City;Wattson;Magnemite;22;thunder-shock;supersonic;sonic-boom;thunder-wave
3;Ruby;Mauville City;Wattson;Magneton;23;shock-wave;supersonic;sonic-boom;thunder-wave
3;Ruby;Lavaridge Town;Flannery;Slugma;26;overheat;smog;light-screen;sunny-day
3;Ruby;Lavaridge Town;Flannery;Slugma;26;flamethrower;rock-slide;light-screen;sunny-day
3;Ruby;Lavaridge Town;Flannery;Torkoal;28;overheat;body-slam;flail;attract
3;Ruby;Petalburg City;Norman;Slaking;28;encore;facade;yawn;feint-attack
3;Ruby;Petalburg City;Norman;Vigoroth;30;slash;feint-attack;facade;encore
3;Ruby;Petalburg City;Norman;Slaking;31;focus-punch;slack-off;facade;feint-attack
3;Ruby;Fortree City;Winona;Swellow;31;quick-attack;aerial-ace;double-team;endeavor
3;Ruby;Fortree City;Winona;Pelipper;30;water-gun;supersonic;protect;aerial-ace
3;Ruby;Fortree City;Winona;Skarmory;32;sand-attack;fury-attack;steel-wing;aerial-ace
3;Ruby;Fortree City;Winona;Altaria;33;earthquake;dragon-breath;dragon-dance;aerial-ace
3;Ruby;Mossdeep City;Tate & Liza;Lunatone;42;light-screen;psychic;hypnosis;calm-mind
3;Ruby;Mossdeep City;Tate & Liza;Solrock;42;sunny-day;solar-beam;psychic;flamethrower
3;Ruby;Sootopolis City;Wallace;Luvdisc;40;flail;attract;sweet-kiss;water-pulse
3;Ruby;Sootopolis City;Wallace;Sealeo;40;encore;body-slam;aurora-beam;water-pulse
3;Ruby;Sootopolis City;Wallace;Seaking;42;horn-drill;fury-attack;rain-dance;water-pulse
3;Ruby;Sootopolis City;Wallace;Whiscash;42;amnesia;rain-dance;earthquake;water-pulse
3;Ruby;Sootopolis City;Wallace;Milotic;43;recover;twister;ice-beam;water-pulse
3;Ruby;Elite Four;Sidney;Mightyena;46;crunch;take-down;sand-attack;roar
3;Ruby;Elite Four;Sidney;Cacturne;46;feint-attack;needle-arm;cotton-spore;leech-seed
3;Ruby;Elite Four;Sidney;Shiftry;48;fake-out;extrasensory;double-team;swagger
3;Ruby;Elite Four;Sidney;Sharpedo;48;surf;crunch;slash;swagger
3;Ruby;Elite Four;Sidney;Absol;49;swords-dance;slash;aerial-ace;snatch
3;Ruby;Elite Four;Phoebe;Dusclops;48;curse;confuse-ray;future-sight;shadow-punch
3;Ruby;Elite Four;Phoebe;Banette;49;spite;will-o-wisp;shadow-ball;feint-attack
3;Ruby;Elite Four;Phoebe;Banette;49;toxic;skill-swap;shadow-ball;psychic
3;Ruby;Elite Four;Phoebe;Sableye;50;feint-attack;shadow-ball;psychic;attract
3;Ruby;Elite Four;Phoebe;Dusclops;51;confuse-ray;shadow-ball;ice-beam;earthquake
3;Ruby;Elite Four;Glacia;Glalie;50;hail;light-screen;ice-beam;crunch
3;Ruby;Elite Four;Glacia;Sealeo;50;surf;ice-ball;hail;body-slam
3;Ruby;Elite Four;Glacia;Sealeo;52;hail;blizzard;dive;attract
3;Ruby;Elite Four;Glacia;Glalie;52;hail;ice-beam;shadow-ball;crunch
3;Ruby;Elite Four;Glacia;Walrein;53;blizzard;surf;body-slam;Sheer Cold
3;Ruby;Elite Four;Drake;Shelgon;52;dragon-claw;rock-tomb;protect;crunch
3;Ruby;Elite Four;Drake;Altaria;54;take-down;dragon-breath;dragon-dance;refresh
3;Ruby;Elite Four;Drake;Flygon;53;flamethrower;crunch;dragon-breath;sand-attack
3;Ruby;Elite Four;Drake;Flygon;53;fly;dig;dragon-breath;sandstorm
3;Ruby;Elite Four;Drake;Salamence;55;flamethrower;dragon-claw;crunch;fly
3;Ruby;Elite Four;Champion Steven;Skarmory;57;steel-wing;toxic;aerial-ace;spikes
3;Ruby;Elite Four;Champion Steven;Claydol;55;earthquake;ancient-power;light-screen;reflect
3;Ruby;Elite Four;Champion Steven;Aggron;56;earthquake;dragon-claw;thunder;solar-beam
3;Ruby;Elite Four;Champion Steven;Cradily;56;ancient-power;confuse-ray;sludge-bomb;giga-drain
3;Ruby;Elite Four;Champion Steven;Armaldo;56;ancient-power;slash;aerial-ace;water-pulse
3;Ruby;Elite Four;Champion Steven;Metagross;58;meteor-mash;earthquake;psychic;hyper-beam
3;Sapphire;Rustboro City;Roxanne;Geodude;14;tackle;defense-curl;rock-throw;rock-tomb
3;Sapphire;Rustboro City;Roxanne;Nosepass;15;tackle;defense-curl;rock-throw;rock-tomb
3;Sapphire;Dewford Town;Brawly;Machop;17;bulk-up;leer;karate-chop;seismic-toss
3;Sapphire;Dewford Town;Brawly;Makuhita;18;bulk-up;knock-off;arm-thrust;sand-attack
3;Sapphire;Mauville City;Wattson;Voltorb;20;spark;sonic-boom;rollout;self-destruct
3;Sapphire;Mauville City;Wattson;Magnemite;22;thunder-shock;supersonic;sonic-boom;thunder-wave
3;Sapphire;Mauville City;Wattson;Magneton;23;shock-wave;supersonic;sonic-boom;thunder-wave
3;Sapphire;Lavaridge Town;Flannery;Slugma;26;overheat;smog;light-screen;sunny-day
3;Sapphire;Lavaridge Town;Flannery;Slugma;26;flamethrower;rock-slide;light-screen;sunny-day
3;Sapphire;Lavaridge Town;Flannery;Torkoal;28;overheat;body-slam;flail;attract
3;Sapphire;Petalburg City;Norman;Slaking;28;encore;facade;yawn;feint-attack
3;Sapphire;Petalburg City;Norman;Vigoroth;30;slash;feint-attack;facade;encore
3;Sapphire;Petalburg City;Norman;Slaking;31;focus-punch;slack-off;facade;feint-attack
3;Sapphire;Fortree City;Winona;Swellow;31;quick-attack;aerial-ace;double-team;endeavor
3;Sapphire;Fortree City;Winona;Pelipper;30;water-gun;supersonic;protect;aerial-ace
3;Sapphire;Fortree City;Winona;Skarmory;32;sand-attack;fury-attack;steel-wing;aerial-ace
3;Sapphire;Fortree City;Winona;Altaria;33;earthquake;dragon-breath;dragon-dance;aerial-ace
3;Sapphire;Mossdeep City;Tate & Liza;Lunatone;42;light-screen;psychic;hypnosis;calm-mind
3;Sapphire;Mossdeep City;Tate & Liza;Solrock;42;sunny-day;solar-beam;psychic;flamethrower
3;Sapphire;Sootopolis City;Wallace;Luvdisc;40;flail;attract;sweet-kiss;water-pulse
3;Sapphire;Sootopolis City;Wallace;Sealeo;40;encore;body-slam;aurora-beam;water-pulse
3;Sapphire;Sootopolis City;Wallace;Seaking;42;horn-drill;fury-attack;rain-dance;water-pulse
3;Sapphire;Sootopolis City;Wallace;Whiscash;42;amnesia;rain-dance;earthquake;water-pulse
3;Sapphire;Sootopolis City;Wallace;Milotic;43;recover;twister;ice-beam;water-pulse
3;Sapphire;Elite Four;Sidney;Mightyena;46;crunch;take-down;sand-attack;roar
3;Sapphire;Elite Four;Sidney;Cacturne;46;feint-attack;needle-arm;cotton-spore;leech-seed
3;Sapphire;Elite Four;Sidney;Shiftry;48;fake-out;extrasensory;double-team;swagger
3;Sapphire;Elite Four;Sidney;Sharpedo;48;surf;crunch;slash;swagger
3;Sapphire;Elite Four;Sidney;Absol;49;swords-dance;slash;aerial-ace;snatch
3;Sapphire;Elite Four;Phoebe;Dusclops;48;curse;confuse-ray;future-sight;shadow-punch
3;Sapphire;Elite Four;Phoebe;Banette;49;spite;will-o-wisp;shadow-ball;feint-attack
3;Sapphire;Elite Four;Phoebe;Banette;49;toxic;skill-swap;shadow-ball;psychic
3;Sapphire;Elite Four;Phoebe;Sableye;50;feint-attack;shadow-ball;psychic;attract
3;Sapphire;Elite Four;Phoebe;Dusclops;51;confuse-ray;shadow-ball;ice-beam;earthquake
3;Sapphire;Elite Four;Glacia;Glalie;50;hail;light-screen;ice-beam;crunch
3;Sapphire;Elite Four;Glacia;Sealeo;50;surf;ice-ball;hail;body-slam
3;Sapphire;Elite Four;Glacia;Sealeo;52;hail;blizzard;dive;attract
3;Sapphire;Elite Four;Glacia;Glalie;52;hail;ice-beam;shadow-ball;crunch
3;Sapphire;Elite Four;Glacia;Walrein;53;blizzard;surf;body-slam;Sheer Cold
3;Sapphire;Elite Four;Drake;Shelgon;52;dragon-claw;rock-tomb;protect;crunch
3;Sapphire;Elite Four;Drake;Altaria;54;take-down;dragon-breath;dragon-dance;refresh
3;Sapphire;Elite Four;Drake;Flygon;53;flamethrower;crunch;dragon-breath;sand-attack
3;Sapphire;Elite Four;Drake;Flygon;53;fly;dig;dragon-breath;sandstorm
3;Sapphire;Elite Four;Drake;Salamence;55;flamethrower;dragon-claw;crunch;fly
3;Sapphire;Elite Four;Champion Steven;Skarmory;57;steel-wing;toxic;aerial-ace;spikes
3;Sapphire;Elite Four;Champion Steven;Claydol;55;earthquake;ancient-power;light-screen;reflect
3;Sapphire;Elite Four;Champion Steven;Aggron;56;earthquake;dragon-claw;thunder;solar-beam
3;Sapphire;Elite Four;Champion Steven;Cradily;56;ancient-power;confuse-ray;sludge-bomb;giga-drain
3;Sapphire;Elite Four;Champion Steven;Armaldo;56;ancient-power;slash;aerial-ace;water-pulse
3;Sapphire;Elite Four;Champion Steven;Metagross;58;meteor-mash;earthquake;psychic;hyper-beam
3;Emerald;Rustboro City;Roxanne;Geodude;12;tackle;defense-curl;rock-throw;rock-tomb
3;Emerald;Rustboro City;Roxanne;Geodude;13;tackle;defense-curl;rock-throw;rock-tomb
3;Emerald;Rustboro City;Roxanne;Nosepass;15;Block;harden;tackle;rock-tomb
3;Emerald;Dewford Town;Brawly;Machop;16;karate-chop;low-kick;seismic-toss;bulk-up
3;Emerald;Dewford Town;Brawly;Meditite;16;focus-punch;light-screen;reflect;bulk-up
3;Emerald;Dewford Town;Brawly;Makuhita;19;arm-thrust;vital-throw;reversal;bulk-up
3;Emerald;Mauville City;Wattson;Voltorb;20;rollout;spark;self-destruct;shock-wave
3;Emerald;Mauville City;Wattson;Electrike;20;shock-wave;leer;quick-attack;howl
3;Emerald;Mauville City;Wattson;Magnemite;22;supersonic;shock-wave;thunder-wave;sonic-boom
3;Emerald;Mauville City;Wattson;Manectric;24;quick-attack;thunder-wave;shock-wave;howl
3;Emerald;Lavaridge Town;Flannery;Numel;24;overheat;take-down;magnitude;sunny-day
3;Emerald;Lavaridge Town;Flannery;Slugma;24;overheat;smog;light-screen;sunny-day
3;Emerald;Lavaridge Town;Flannery;Camelrupt;26;overheat;tackle;sunny-day;attract
3;Emerald;Lavaridge Town;Flannery;Torkoal;29;overheat;sunny-day;body-slam;attract
3;Emerald;Petalburg City;Norman;Spinda;27;teeter-dance;psybeam;facade;encore
3;Emerald;Petalburg City;Norman;Vigoroth;27;slash;facade;encore;feint-attack
3;Emerald;Petalburg City;Norman;Linoone;29;slash;belly-drum;facade;headbutt
3;Emerald;Petalburg City;Norman;Slaking;31;counter;yawn;facade;feint-attack
3;Emerald;Fortree City;Winona;Swablu;29;perish-song;mirror-move;safeguard;aerial-ace
3;Emerald;Fortree City;Winona;Tropius;29;sunny-day;aerial-ace;solar-beam;synthesis
3;Emerald;Fortree City;Winona;Pelipper;30;water-gun;supersonic;protect;aerial-ace
3;Emerald;Fortree City;Winona;Skarmory;31;sand-attack;fury-attack;steel-wing;aerial-ace
3;Emerald;Fortree City;Winona;Altaria;33;earthquake;dragon-breath;dragon-dance;aerial-ace
3;Emerald;Mossdeep City;Tate & Liza;Claydol;41;earthquake;ancient-power;psychic;light-screen
3;Emerald;Mossdeep City;Tate & Liza;Xatu;41;psychic;sunny-day;confuse-ray;calm-mind
3;Emerald;Mossdeep City;Tate & Liza;Lunatone;42;light-screen;psychic;hypnosis;calm-mind
3;Emerald;Mossdeep City;Tate & Liza;Solrock;42;sunny-day;solar-beam;psychic;flamethrower
3;Emerald;Sootopolis City;Juan;Luvdisc;41;water-pulse;attract;sweet-kiss;flail
3;Emerald;Sootopolis City;Juan;Whiscash;41;rain-dance;water-pulse;amnesia;earthquake
3;Emerald;Sootopolis City;Juan;Sealeo;43;encore;body-slam;aurora-beam;water-pulse
3;Emerald;Sootopolis City;Juan;Crawdaunt;43;water-pulse;crabhammer;taunt;leer
3;Emerald;Sootopolis City;Juan;Kingdra;46;water-pulse;double-team;ice-beam;rest
3;Emerald;Elite Four;Sidney;Mightyena;46;crunch;double-edge;sand-attack;roar
3;Emerald;Elite Four;Sidney;Shiftry;48;torment;double-team;swagger;extrasensory
3;Emerald;Elite Four;Sidney;Cacturne;46;needle-arm;leech-seed;feint-attack;cotton-spore
3;Emerald;Elite Four;Sidney;Crawdaunt;48;swords-dance;surf;facade;strength
3;Emerald;Elite Four;Sidney;Absol;49;aerial-ace;rock-slide;swords-dance;slash
3;Emerald;Elite Four;Phoebe;Dusclops;48;shadow-punch;confuse-ray;curse;protect
3;Emerald;Elite Four;Phoebe;Banette;49;shadow-ball;grudge;will-o-wisp;feint-attack
3;Emerald;Elite Four;Phoebe;Sableye;50;shadow-ball;double-team;night-shade;feint-attack
3;Emerald;Elite Four;Phoebe;Banette;49;psychic;shadow-ball;thunderbolt;facade
3;Emerald;Elite Four;Phoebe;Dusclops;51;shadow-ball;ice-beam;earthquake;rock-slide
3;Emerald;Elite Four;Glacia;Sealeo;50;encore;ice-ball;body-slam;hail
3;Emerald;Elite Four;Glacia;Glalie;50;crunch;icy-wind;ice-beam;light-screen
3;Emerald;Elite Four;Glacia;Sealeo;52;blizzard;double-edge;attract;hail
3;Emerald;Elite Four;Glacia;Glalie;52;explosion;ice-beam;shadow-ball;hail
3;Emerald;Elite Four;Glacia;Walrein;53;surf;ice-beam;body-slam;Sheer Cold
3;Emerald;Elite Four;Drake;Shelgon;52;rock-tomb;dragon-claw;double-edge;protect
3;Emerald;Elite Four;Drake;Altaria;54;double-edge;dragon-breath;aerial-ace;dragon-dance
3;Emerald;Elite Four;Drake;Kingdra;53;smokescreen;dragon-dance;surf;body-slam
3;Emerald;Elite Four;Drake;Flygon;53;dragon-breath;flamethrower;crunch;earthquake
3;Emerald;Elite Four;Drake;Salamence;55;dragon-claw;flamethrower;crunch;rock-slide
3;Emerald;Elite Four;Wallace;Tentacruel;55;hydro-pump;ice-beam;toxic;sludge-bomb
3;Emerald;Elite Four;Wallace;Gyarados;56;dragon-dance;hyper-beam;surf;earthquake
3;Emerald;Elite Four;Wallace;Ludicolo;56;surf;leech-seed;giga-drain;double-team
3;Emerald;Elite Four;Wallace;Whiscash;56;surf;earthquake;hyper-beam;amnesia
3;Emerald;Elite Four;Wallace;Wailord;57;water-spout;rain-dance;blizzard;double-edge
3;Emerald;Elite Four;Wallace;Milotic;58;surf;ice-beam;toxic;recover
3;Emerald;Elite Four;Champion Steven;Skarmory;77;toxic;spikes;aerial-ace;steel-wing
3;Emerald;Elite Four;Champion Steven;Claydol;75;reflect;earthquake;light-screen;ancient-power
3;Emerald;Elite Four;Champion Steven;Cradily;76;giga-drain;ancient-power;ingrain;confuse-ray
